TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
net.mooctest.SplaySubTree,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,95,0.3,3,89,1629,144573,1692266815440,0.9555555555555556,111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111101111111100011000000000111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9455445544554455,1111111111111111111111111111111111111111111111111111111111111111110111110111111111111111110111010000111111111111111101111111111101111111111111111111111111111111011111111111111111111111111111111111111111,1.0,1111,0,0,4,2,0.9776422764227642,111111111111111111111111111111111111101110111111111111111111011111111111111111111111111111111111101111111111111111011011111111110111111111111111111111111111111111111111111111111111101111111111110111101010110111111111111111111111111111111111111111111111101010100101010111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.5675675675675675,0110011101111111100010110011010001010,1.0,111111111111,1.0,111111111111,0.9455445544554455,1111111111111111111111111111111111111111111111111111111111111111111011111011111111111111110111010000111111111111111101111111111110111111111111111111111111111111101111111111111111111111111111111111111111
